Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000838,784.969.978-28,Carolina Azevedo,2024-07-04,BRL,19591.0,Depósito,Aprovada,Viagem,C6 Bank,3,10.6,19601.6
FIN000812,906.557.519-46,Leonardo,2024-06-11,BRL,286123.0,Depósito,Aprovada,Investimento,BTG,6,175.61,286298.61
FIN000291,911.721.940-80,Beatriz Lopes,2023-02-21,BRL,286123.0,Depósito,Pendente,Vestuário,BTG,12,541.44,286664.44
FIN000017,427.861.371-59,Beatriz Lopes,2022-06-15,BRL,286123.0,PIX,Pendente,Investimento,XP,6,136.07,286259.07
FIN000159,712.991.189-73,Rafael Macedo,2022-10-23,BRL,80065.0,Depósito,Pendente,Vestuário,C6 Bank,12,44.99,80109.99
FIN000244,667.296.773-90,Thiago Cavalcanti,2023-01-09,BRL,286123.0,Saque,Recusada,Viagem,Inter,24,454.83,286577.83
FIN000067,963.179.702-43,Rafael Macedo,2022-07-31,BRL,736197.0,Saque,Aprovada,Viagem,BTG,2,75.16,736272.16
FIN000983,Não Informado,Leticia Moura,2024-11-14,BRL,286123.0,Depósito,Pendente,Tecnologia,BTG,24,300.68,286423.68
FIN000360,290.921.417-57,Amanda Vieira,2023-04-25,BRL,286123.0,Saque,Recusada,Vestuário,XP,6,126.76,286249.76
FIN000824,922.222.640-35,Diego Peixoto,2024-06-22,BRL,286123.0,Depósito,Pendente,Viagem,Inter,6,256.85,286379.85
FIN000632,589.341.258-10,Vanessa Coelho,2023-12-29,BRL,286123.0,Depósito,Recusada,Alimentação,XP,12,215.32,286338.32
FIN000505,876.110.248-21,Isabela Nunes,2023-09-04,BRL,4095.19,Transferência,Pendente,Moradia,BTG,2,89.38,4184.57
FIN000473,410.836.734-51,Marcelo Teixeira,2023-08-06,BRL,286123.0,Pagamento,Pendente,Viagem,Banco do Brasil,6,551.65,286674.65
FIN000545,813.924.781-97,Rodrigo Farias,2023-10-11,BRL,286123.0,Pagamento,Aprovada,Moradia,XP,6,265.53,286388.53
FIN000578,114.810.649-23,Camila Rocha,2023-11-10,BRL,286123.0,PIX,Recusada,Viagem,C6 Bank,24,94.83,286217.83
FIN000522,220.623.460-96,Vanessa Coelho,2023-09-20,BRL,503031.0,Depósito,Recusada,Vestuário,Inter,12,87.37,503118.37
FIN000929,318.837.108-30,Natalia Correia,2024-09-26,BRL,286123.0,Depósito,Recusada,Moradia,BTG,6,295.2,286418.2
FIN000531,324.217.768-68,Natalia Correia,2023-09-28,BRL,286123.0,Pagamento,Aprovada,Vestuário,XP,6,539.61,286662.61
FIN000409,105.260.326-16,Amanda Vieira,2023-06-08,BRL,286123.0,Transferência,Pendente,Vestuário,C6 Bank,2,121.26,286244.26
FIN000666,254.421.980-25,Thiago Cavalcanti,2024-01-29,BRL,1955.9,Depósito,Recusada,Alimentação,Inter,24,36.78,1992.68
FIN000927,567.843.712-38,Juliana Queiroz,2024-09-24,BRL,966754.0,Depósito,Recusada,Vestuário,BTG,3,142.05,966896.05
FIN000433,515.763.912-80,Vanessa Coelho,2023-06-30,BRL,286123.0,Transferência,Aprovada,Alimentação,XP,24,431.3,286554.3
FIN000432,717.162.520-86,Thiago Cavalcanti,2023-06-29,BRL,43735.0,Pagamento,Recusada,Viagem,Banco do Brasil,24,7.02,43742.02
FIN000485,674.354.148-11,Leticia Moura,2023-08-17,BRL,286123.0,Pagamento,Pendente,Investimento,C6 Bank,24,659.67,286782.67
FIN000152,612.939.396-69,Amanda Vieira,2022-10-17,BRL,220795.0,Transferência,Recusada,Alimentação,Banco do Brasil,24,61.01,220856.01
FIN000328,663.940.844-40,Guilherme Mota,2023-03-26,BRL,286123.0,Depósito,Pendente,Viagem,XP,2,122.67,286245.67
FIN000257,577.456.167-61,Carolina Azevedo,2023-01-20,BRL,286123.0,Depósito,Pendente,Tecnologia,XP,24,414.96,286537.96
FIN000312,119.616.917-77,Thiago Cavalcanti,2023-03-12,BRL,350932.0,Pagamento,Aprovada,Tecnologia,Inter,1,73.66,351005.66
FIN000851,592.915.253-96,Natalia Correia,2024-07-16,BRL,828471.0,Transferência,Pendente,Tecnologia,C6 Bank,1,114.93,828585.93
FIN000305,293.217.236-47,Juliana Queiroz,2023-03-05,BRL,286123.0,Transferência,Recusada,Vestuário,Inter,3,210.7,286333.7
FIN000785,192.860.496-16,Camila Rocha,2024-05-17,BRL,286123.0,Pagamento,Recusada,Vestuário,Banco do Brasil,24,301.34,286424.34
FIN000414,395.617.925-52,Isabela Nunes,2023-06-13,BRL,286123.0,Depósito,Aprovada,Investimento,Banco do Brasil,1,495.86,286618.86
FIN000134,998.537.644-17,Guilherme Mota,2022-09-30,BRL,286123.0,Depósito,Aprovada,Viagem,Inter,1,231.41,286354.41
FIN000032,412.462.580-28,Isabela Nunes,2022-06-29,BRL,534429.0,Saque,Recusada,Alimentação,BTG,1,126.48,534555.48
FIN000766,736.163.626-72,Leticia Moura,2024-04-30,BRL,286123.0,Transferência,Pendente,Moradia,XP,12,171.87,286294.87
FIN000783,317.508.548-43,Isabela Nunes,2024-05-15,BRL,750362.0,Depósito,Pendente,Moradia,XP,3,169.12,750531.12
FIN000459,324.623.718-39,Beatriz Lopes,2023-07-24,BRL,286123.0,Pagamento,Pendente,Investimento,XP,12,208.06,286331.06
FIN000162,220.584.612-24,Diego Peixoto,2022-10-26,BRL,286123.0,Depósito,Recusada,Vestuário,Banco do Brasil,6,434.09,286557.09
FIN000340,962.648.170-26,Felipe Andrade,2023-04-06,BRL,71779.0,Depósito,Recusada,Moradia,C6 Bank,6,110.54,71889.54
FIN000287,501.294.866-54,Natalia Correia,2023-02-17,BRL,73686.0,Pagamento,Aprovada,Tecnologia,Inter,3,120.05,73806.05
FIN000249,166.298.643-56,Vanessa Coelho,2023-01-13,BRL,286123.0,Pagamento,Pendente,Vestuário,Banco do Brasil,3,334.35,286457.35
FIN000998,606.860.547-85,Beatriz Lopes,2024-11-28,BRL,286123.0,PIX,Recusada,Alimentação,C6 Bank,12,200.16,286323.16
FIN000580,202.643.185-75,Rodrigo Farias,2023-11-12,BRL,286123.0,Transferência,Aprovada,Viagem,C6 Bank,6,192.28,286315.28
FIN000888,470.315.401-49,Amanda Vieira,2024-08-19,BRL,207900.0,Transferência,Recusada,Tecnologia,C6 Bank,6,455.03,208355.03
FIN000849,964.752.681-30,Thiago Cavalcanti,2024-07-14,BRL,286123.0,Depósito,Aprovada,Investimento,Inter,2,338.26,286461.26
FIN000995,127.276.147-47,Beatriz Lopes,2024-11-25,BRL,410023.0,Pagamento,Recusada,Vestuário,Banco do Brasil,1,121.73,410144.73
FIN000002,370.587.460-56,Juliana Queiroz,2022-06-01,BRL,286123.0,Depósito,Aprovada,Viagem,Banco do Brasil,6,143.75,286266.75
FIN000737,204.218.239-68,Rafael Macedo,2024-04-03,BRL,650473.0,Depósito,Pendente,Alimentação,Inter,1,136.82,650609.82
FIN000208,149.698.147-10,Carolina Azevedo,2022-07-12,BRL,286123.0,PIX,Pendente,Viagem,XP,3,273.12,286396.12
FIN000630,543.485.571-45,Vanessa Coelho,2023-12-27,BRL,286123.0,Depósito,Aprovada,Investimento,C6 Bank,6,99.99,286222.99
FIN000991,507.174.226-58,Felipe Andrade,2024-11-21,BRL,286123.0,PIX,Aprovada,Tecnologia,XP,12,254.48,286377.48
FIN000903,108.959.645-85,Rodrigo Farias,2024-09-02,BRL,286123.0,Transferência,Aprovada,Tecnologia,Banco do Brasil,3,685.79,286808.79
FIN000913,352.999.785-60,Guilherme Mota,2024-09-11,BRL,286123.0,Pagamento,Aprovada,Tecnologia,C6 Bank,6,379.67,286502.67
FIN000265,416.142.100-18,Thiago Cavalcanti,2023-01-28,BRL,286123.0,Saque,Recusada,Viagem,C6 Bank,24,150.02,286273.02
FIN000275,508.687.167-51,Andre Monteiro,2023-02-06,BRL,455443.0,Saque,Recusada,Vestuário,,12,120.95,455563.95
FIN000071,794.722.564-89,Henrique Pinto,2022-08-03,BRL,286123.0,Transferência,Recusada,Viagem,C6 Bank,24,660.37,286783.37
FIN000641,811.548.993-64,Rafael Macedo,2024-01-06,BRL,286123.0,Saque,Recusada,Vestuário,BTG,24,390.85,286513.85
FIN000445,535.438.330-17,Isabela Nunes,2023-07-11,BRL,286123.0,Transferência,Pendente,Alimentação,Inter,2,102.53,286225.53
FIN000899,582.820.760-17,Leticia Moura,2024-08-29,BRL,832412.7,Pagamento,Pendente,Viagem,Banco do Brasil,1,229.26,832641.96
FIN000099,192.242.498-75,Thiago Cavalcanti,2022-08-29,BRL,286123.0,PIX,Aprovada,Tecnologia,BTG,3,499.31,286622.31
FIN000006,917.995.509-46,Guilherme Mota,2022-06-05,BRL,286123.0,Depósito,Aprovada,Moradia,C6 Bank,2,229.26,286352.26
FIN000022,307.214.452-59,Marcelo Teixeira,2022-06-20,BRL,286123.0,Depósito,Pendente,Tecnologia,BTG,1,191.05,286314.05
FIN000706,255.762.952-66,Camila Rocha,2024-06-03,BRL,286123.0,Transferência,Recusada,Moradia,Inter,3,265.89,286388.89
FIN000518,338.769.841-22,Amanda Vieira,2023-09-16,BRL,286123.0,PIX,Recusada,Viagem,XP,24,397.34,286520.34
FIN000150,128.175.943-84,Vanessa Coelho,2022-10-15,BRL,286123.0,Pagamento,Aprovada,Tecnologia,C6 Bank,1,556.26,286679.26
FIN000648,831.204.447-79,Isabela,2024-01-13,BRL,810614.0,Depósito,Recusada,Moradia,BTG,2,42.37,810656.37
FIN000355,423.117.756-59,Isabela Nunes,2023-04-20,BRL,16373.0,Depósito,Recusada,Alimentação,XP,1,3.12,16376.12
FIN000858,169.576.692-71,Diego Peixoto,2024-07-23,BRL,286123.0,Depósito,Aprovada,Moradia,Banco do Brasil,24,468.99,286591.99
FIN000367,134.778.864-82,Guilherme Mota,2023-01-05,BRL,286123.0,Depósito,Recusada,Vestuário,Banco do Brasil,24,95.31,286218.31
FIN000840,626.468.473-50,Leticia Moura,2024-07-06,BRL,286123.0,Pagamento,Aprovada,Investimento,C6 Bank,3,103.11,286226.11
FIN000199,610.718.444-49,Vanessa Coelho,2022-11-28,BRL,737624.0,Pagamento,Pendente,Moradia,Banco do Brasil,2,53.39,737677.39
FIN000123,179.170.508-41,Juliana Queiroz,2022-09-20,BRL,286123.0,Pagamento,Aprovada,Moradia,Banco do Brasil,1,81.93,286204.93
FIN000204,695.152.172-51,Camila Rocha,2022-12-03,BRL,286123.0,Depósito,Pendente,Alimentação,Banco do Brasil,24,441.92,286564.92
FIN000068,182.902.347-36,Isabela Nunes,2022-08-01,BRL,404225.0,Pagamento,Aprovada,Vestuário,,12,80.15,404305.15
FIN000224,723.632.325-72,Priscila Gomes,2022-12-21,BRL,286123.0,Depósito,Aprovada,Vestuário,BTG,2,450.12,286573.12
FIN000128,239.861.336-28,Isabela Nunes,2022-09-25,BRL,626598.0,Transferência,Pendente,Tecnologia,Inter,1,109.52,626707.52
FIN000656,396.693.783-12,Camila Rocha,2024-01-20,BRL,286123.0,Transferência,Pendente,Viagem,Inter,12,118.09,286241.09
FIN000839,329.593.381-10,Marcelo Teixeira,2024-07-05,BRL,286123.0,Depósito,Pendente,Investimento,Inter,1,399.05,286522.05
FIN000963,132.290.791-35,Leonardo Braga,2024-10-27,BRL,286123.0,Pagamento,Recusada,Vestuário,BTG,24,377.78,286500.78
FIN000140,329.420.492-93,Beatriz Lopes,2022-10-06,BRL,439332.0,Depósito,Pendente,Viagem,C6 Bank,1,62.18,439394.18
FIN000418,318.996.329-42,Guilherme Mota,2023-06-17,BRL,31566.0,Pagamento,Aprovada,Vestuário,C6 Bank,3,92.63,31658.63
FIN000219,457.552.694-62,Rodrigo Farias,2022-12-17,BRL,286123.0,Depósito,Aprovada,Alimentação,Banco do Brasil,24,122.13,286245.13
FIN000547,944.278.735-54,Diego Peixoto,2023-10-12,BRL,286123.0,Pagamento,Aprovada,Moradia,,24,356.66,286479.66
FIN000843,427.349.949-36,Carolina Azevedo,2024-07-09,BRL,119166.0,PIX,Recusada,Viagem,Banco do Brasil,2,229.26,119395.26
FIN000158,847.505.134-35,Diego Peixoto,2022-10-22,BRL,286123.0,Depósito,Aprovada,Vestuário,XP,1,187.38,286310.38
FIN000256,242.289.952-65,Camila Rocha,2023-01-20,BRL,286123.0,Pagamento,Recusada,Tecnologia,Inter,1,90.27,286213.27
FIN000644,175.943.799-24,Camila Rocha,2024-01-09,BRL,286123.0,Transferência,Recusada,Viagem,Banco do Brasil,1,380.74,286503.74
FIN000739,613.225.374-93,Andre Monteiro,2024-04-05,BRL,286123.0,Depósito,Aprovada,,XP,2,316.87,286439.87
FIN000040,468.243.730-39,Rafael Macedo,2022-07-06,BRL,286123.0,Pagamento,Pendente,Alimentação,XP,12,621.47,286744.47
FIN000131,177.735.627-15,Marcelo Teixeira,2022-09-27,BRL,15466.83,Pagamento,Recusada,Investimento,Inter,12,328.9,15795.73
FIN000255,998.207.951-55,Amanda Vieira,2023-01-19,BRL,293625.0,Transferência,Pendente,Investimento,C6 Bank,3,47.16,293672.16
FIN000190,318.952.703-72,Diego Peixoto,2022-11-20,BRL,289924.0,PIX,Pendente,Viagem,C6 Bank,3,85.92,290009.92
FIN000590,142.131.980-79,Diego Peixoto,2023-11-21,BRL,67842.0,Pagamento,Aprovada,Tecnologia,C6 Bank,6,148.87,67990.87
FIN000403,453.525.542-34,Juliana Queiroz,2023-06-03,BRL,286123.0,PIX,Pendente,Moradia,Banco do Brasil,24,203.27,286326.27
FIN000761,835.470.943-81,Diego Peixoto,2024-04-25,BRL,8389.71,Transferência,Aprovada,Moradia,C6 Bank,12,229.26,8618.97
FIN000039,297.424.601-59,Camila Rocha,2022-07-05,BRL,423029.0,Pagamento,Recusada,Vestuário,,6,106.06,423135.06
FIN000243,223.571.276-36,Leonardo Braga,2023-01-08,BRL,286123.0,PIX,Pendente,Moradia,C6 Bank,2,243.41,286366.41
FIN000885,178.160.616-19,Priscila Gomes,2024-08-16,BRL,659193.0,Depósito,Aprovada,Tecnologia,C6 Bank,12,43.74,659236.74
FIN000354,933.847.700-93,Rafael Macedo,2023-04-19,BRL,807967.0,Saque,Recusada,Viagem,Banco do Brasil,1,207.83,808174.83
FIN000621,985.167.890-59,Natalia Correia,2023-12-19,BRL,286123.0,PIX,Pendente,Moradia,XP,12,24.02,286147.02
FIN000651,867.510.732-73,Isabela Nunes,2024-01-16,BRL,286123.0,Saque,Pendente,Alimentação,BTG,24,283.82,286406.82
FIN000535,549.105.173-18,Guilherme Mota,2023-10-02,BRL,286123.0,Transferência,Pendente,Viagem,XP,12,443.6,286566.6
FIN000160,642.257.321-30,Henrique Pinto,2022-10-24,BRL,286123.0,Depósito,Recusada,Tecnologia,,24,105.34,286228.34
FIN000395,934.791.326-54,Natalia Correia,2023-05-27,BRL,549808.0,PIX,Aprovada,Alimentação,BTG,24,119.23,549927.23
FIN000883,327.293.154-20,Andre Monteiro,2024-08-15,BRL,235247.0,Depósito,Pendente,Tecnologia,Inter,2,475.69,235722.69
FIN000538,801.512.278-43,Priscila Gomes,2023-10-04,BRL,286123.0,Pagamento,Recusada,Tecnologia,XP,1,122.21,286245.21
FIN000696,475.462.703-21,Rafael Macedo,2024-02-26,BRL,286123.0,PIX,Aprovada,Investimento,Inter,12,446.24,286569.24
FIN000241,365.819.439-84,Leonardo Braga,2023-01-06,BRL,211745.0,Saque,Aprovada,Viagem,Banco do Brasil,1,468.18,212213.18
FIN000014,828.482.806-10,Isabela Nunes,2022-06-12,BRL,286123.0,Depósito,Aprovada,Alimentação,XP,12,130.95,286253.95
FIN000658,152.313.475-15,Isabela Nunes,2024-01-22,BRL,665673.0,Depósito,Recusada,Vestuário,Inter,1,94.82,665767.82
FIN000476,609.768.252-83,Diego Peixoto,2023-08-09,BRL,286123.0,PIX,Pendente,Alimentação,BTG,1,436.87,286559.87
FIN000971,552.476.665-48,Juliana Queiroz,2024-11-03,BRL,545147.0,Saque,Pendente,Viagem,XP,1,80.54,545227.54
FIN000938,785.174.354-80,Rafael Macedo,2024-10-04,BRL,11794.06,Depósito,Aprovada,Alimentação,Banco do Brasil,6,188.63,11982.689999999999
FIN000315,286.135.619-50,Amanda Vieira,2023-03-14,BRL,795596.0,Depósito,Recusada,Alimentação,Inter,24,54.99,795650.99
FIN000362,973.303.523-90,Amanda Vieira,2023-04-26,BRL,286123.0,PIX,Aprovada,Investimento,C6 Bank,3,137.32,286260.32
FIN000591,840.495.107-17,Thiago Cavalcanti,2023-11-22,BRL,286123.0,Saque,Recusada,Moradia,Inter,24,461.65,286584.65
FIN000321,349.757.542-56,Leticia Moura,2023-03-20,BRL,247427.0,Depósito,Aprovada,Viagem,Banco do Brasil,12,39.2,247466.2
FIN000980,772.348.846-26,Andre Monteiro,2024-11-11,BRL,286123.0,PIX,Recusada,Investimento,C6 Bank,3,473.76,286596.76
FIN000745,176.587.633-68,Rodrigo Farias,2024-04-10,BRL,658817.0,Pagamento,Pendente,Tecnologia,BTG,6,66.79,658883.79
FIN000673,787.950.260-67,Camila Rocha,2024-02-05,BRL,286123.0,PIX,Aprovada,Investimento,Banco do Brasil,2,250.56,286373.56
FIN000565,873.616.433-98,Amanda Vieira,2023-10-29,BRL,484733.0,PIX,Recusada,Investimento,XP,24,91.99,484824.99
FIN000356,947.497.125-48,Felipe Andrade,2023-04-21,BRL,590931.0,Saque,Recusada,Investimento,Inter,24,138.46,591069.46
FIN000035,422.344.163-41,Juliana Queiroz,2022-07-02,BRL,591434.0,Pagamento,Recusada,Viagem,Banco do Brasil,1,33.35,591467.35
FIN000335,214.189.979-31,Priscila Gomes,2023-04-02,BRL,20048.17,Depósito,Pendente,Alimentação,BTG,12,229.68,20277.85
FIN000689,208.675.637-36,Felipe Andrade,2024-02-19,BRL,286123.0,Pagamento,Recusada,Tecnologia,Inter,12,54.91,286177.91
FIN000377,150.975.454-72,Vanessa Coelho,2023-05-10,BRL,286123.0,Saque,Aprovada,,XP,2,310.0,286433.0
FIN000185,634.208.408-74,Vanessa Coelho,2022-11-16,BRL,286123.0,Pagamento,Aprovada,Viagem,Inter,2,430.82,286553.82
FIN000424,980.360.475-61,Henrique Pinto,2023-06-22,BRL,286123.0,Transferência,Aprovada,Vestuário,Banco do Brasil,3,659.83,286782.83
FIN000945,132.539.243-36,Carolina Azevedo,2024-10-10,BRL,21288.01,Pagamento,Recusada,Vestuário,C6 Bank,3,589.4,21877.41
FIN000326,199.698.347-95,Juliana Queiroz,2023-03-25,BRL,69608.0,PIX,Pendente,Investimento,BTG,2,93.44,69701.44
FIN000188,803.204.433-75,Camila Rocha,2022-11-18,BRL,40036.0,Transferência,Pendente,Viagem,XP,12,11.74,40047.74
FIN000285,924.272.863-19,Thiago Cavalcanti,2023-02-15,BRL,18095.37,Saque,Pendente,Viagem,C6 Bank,1,124.45,18219.82
FIN000392,591.185.406-22,Thiago Cavalcanti,2023-05-24,BRL,286123.0,PIX,Recusada,Investimento,Inter,6,180.69,286303.69
FIN000900,746.554.290-49,Priscila Gomes,2024-08-30,BRL,286123.0,Depósito,Recusada,Viagem,XP,24,443.11,286566.11
FIN000161,832.898.586-52,Thiago Cavalcanti,2022-10-25,BRL,286123.0,Transferência,Aprovada,Viagem,Banco do Brasil,1,275.96,286398.96
FIN000166,360.838.239-91,Priscila Gomes,2022-10-29,BRL,212594.0,Pagamento,Recusada,Investimento,Banco do Brasil,1,42.56,212636.56
FIN000348,268.533.769-70,Diego Peixoto,2023-04-14,BRL,286123.0,Depósito,Aprovada,Alimentação,C6 Bank,3,173.42,286296.42
FIN000299,662.302.386-72,Leticia Moura,2023-02-28,BRL,945391.0,Saque,Pendente,Tecnologia,BTG,1,208.65,945599.65
FIN000536,475.916.687-11,Beatriz Lopes,2023-10-02,BRL,820747.0,Saque,Aprovada,Moradia,Inter,12,223.36,820970.36
FIN000230,366.278.394-22,Rafael Macedo,2022-12-27,BRL,286123.0,Depósito,Pendente,Viagem,XP,2,128.55,286251.55
FIN000860,760.836.277-54,Camila Rocha,2024-07-25,BRL,286123.0,Transferência,Aprovada,,BTG,6,309.18,286432.18
FIN000828,282.451.942-29,Diego Peixoto,2024-06-25,BRL,698313.0,Depósito,Pendente,Moradia,BTG,6,78.37,698391.37
FIN000695,164.911.758-83,Henrique Pinto,2024-02-25,BRL,286123.0,Pagamento,Aprovada,Moradia,C6 Bank,6,278.17,286401.17
FIN000856,700.738.644-58,Natalia Correia,2024-07-21,BRL,286123.0,Transferência,Recusada,Investimento,XP,3,203.05,286326.05
FIN000042,564.387.526-35,Marcelo Teixeira,2022-07-08,BRL,109188.0,Pagamento,Recusada,Viagem,Banco do Brasil,12,19.98,109207.98
FIN000869,632.230.987-80,Vanessa Coelho,2024-08-02,BRL,202965.0,Saque,Pendente,Moradia,Inter,2,41.28,203006.28
FIN000749,640.759.692-81,Isabela Nunes,2024-04-14,BRL,20008.57,Pagamento,Recusada,Alimentação,Banco do Brasil,2,249.01,20257.579999999998
FIN000997,598.672.689-18,Henrique Pinto,2024-11-27,BRL,6344.47,Depósito,Pendente,,C6 Bank,2,167.49,6511.96
FIN000863,773.805.695-31,Camila Rocha,2024-07-27,BRL,286123.0,Pagamento,Pendente,Vestuário,Inter,24,587.24,286710.24
FIN000588,229.997.851-88,Thiago Cavalcanti,2023-11-19,BRL,945246.0,Saque,Aprovada,Tecnologia,Banco do Brasil,2,161.7,945407.7
FIN000544,564.282.164-70,Juliana Queiroz,2023-10-10,BRL,970195.0,Depósito,Recusada,Alimentação,BTG,6,118.11,970313.11
FIN000447,401.281.639-73,Natalia Correia,2023-07-13,BRL,664794.9,PIX,Pendente,Tecnologia,C6 Bank,3,34.78,664829.68
FIN000350,815.760.777-92,Diego Peixoto,2023-04-15,BRL,286123.0,Depósito,Recusada,Investimento,Inter,12,382.82,286505.82
FIN000046,202.666.820-14,Vanessa Coelho,2022-07-12,BRL,286123.0,Pagamento,Recusada,Vestuário,XP,12,300.43,286423.43
FIN000608,302.568.506-24,Henrique Pinto,2023-12-07,BRL,286123.0,Pagamento,Recusada,Alimentação,C6 Bank,1,492.38,286615.38
FIN000109,431.205.806-96,Rodrigo Farias,2022-07-09,BRL,286123.0,Depósito,Aprovada,Investimento,C6 Bank,2,190.37,286313.37
FIN000618,424.390.121-67,Vanessa Coelho,2023-12-16,BRL,286123.0,Depósito,Recusada,Tecnologia,Banco do Brasil,2,170.38,286293.38
FIN000662,808.732.622-47,Rodrigo Farias,2024-01-26,BRL,117965.0,Depósito,Recusada,,XP,2,259.01,118224.01
FIN000030,902.996.786-12,Isabela Nunes,2022-06-27,BRL,246679.0,Pagamento,Pendente,Moradia,BTG,3,14.02,246693.02
FIN000182,251.843.179-41,Juliana Queiroz,2022-11-13,BRL,286123.0,Pagamento,Recusada,Tecnologia,Inter,1,657.92,286780.92
FIN000622,385.703.459-15,Vanessa Coelho,2023-12-20,BRL,115968.0,PIX,,Vestuário,XP,24,144.31,116112.31
FIN000420,149.601.378-61,Leonardo Braga,2023-06-18,BRL,286123.0,Transferência,Recusada,Alimentação,XP,24,110.52,286233.52
FIN000635,214.722.306-92,Marcelo Teixeira,2024-01-01,BRL,286123.0,PIX,Aprovada,Moradia,C6 Bank,24,615.29,286738.29
FIN000796,698.533.389-93,Priscila Gomes,2024-05-27,BRL,162367.0,Saque,Pendente,Investimento,Inter,1,41.62,162408.62
FIN000105,508.895.698-76,Amanda Vieira,2022-09-04,BRL,286123.0,Transferência,Aprovada,Vestuário,BTG,12,616.69,286739.69
FIN000061,866.767.341-88,Rodrigo Farias,2022-07-25,BRL,286123.0,PIX,,Tecnologia,Inter,24,105.03,286228.03
FIN000659,491.673.278-66,Guilherme Mota,2024-01-23,BRL,286123.0,Pagamento,Pendente,Alimentação,Banco do Brasil,12,382.7,286505.7
FIN000084,714.302.871-75,Juliana Queiroz,2022-08-15,BRL,205720.0,Depósito,Recusada,Investimento,XP,2,584.24,206304.24
FIN000491,652.387.379-72,Amanda Vieira,2023-08-22,BRL,265161.0,Depósito,Recusada,Moradia,Banco do Brasil,2,49.98,265210.98
FIN000316,108.424.886-36,Rafael Macedo,2023-03-15,BRL,286123.0,PIX,Pendente,Alimentação,XP,6,301.6,286424.6
FIN000451,935.188.286-97,Leonardo Braga,2023-07-17,BRL,286123.0,PIX,Aprovada,Viagem,Banco do Brasil,6,546.92,286669.92
FIN000382,198.421.422-81,Natalia Correia,2023-05-15,BRL,853925.0,Depósito,Recusada,Viagem,Banco do Brasil,2,141.99,854066.99
FIN000423,338.798.597-75,Rafael Macedo,2023-06-21,BRL,597482.0,Pagamento,Aprovada,Investimento,BTG,24,46.78,597528.78
FIN000497,686.959.191-69,Camila Rocha,2023-08-28,BRL,286123.0,PIX,Aprovada,Alimentação,XP,2,172.06,286295.06
FIN000588,229.997.851-88,Thiago Cavalcanti,2023-11-19,BRL,945246.0,Saque,Aprovada,Tecnologia,Banco do Brasil,2,161.7,945407.7
FIN000740,187.532.787-75,Juliana Queiroz,2024-04-06,BRL,12949.29,Pagamento,Aprovada,Vestuário,XP,24,383.01,13332.300000000001
FIN000524,828.277.908-65,Isabela Nunes,2023-09-21,BRL,286123.0,Depósito,Pendente,Tecnologia,BTG,24,376.06,286499.06
FIN000446,377.422.303-12,Guilherme Mota,2023-07-12,BRL,286123.0,PIX,Pendente,Alimentação,BTG,1,117.22,286240.22
FIN000664,207.210.340-10,Natalia Correia,2024-01-27,BRL,39816.0,Depósito,Pendente,Viagem,XP,3,8.89,39824.89
FIN000001,871.106.288-69,Juliana Queiroz,2022-01-06,BRL,16823.35,Pagamento,Aprovada,Tecnologia,Inter,3,397.82,17221.17
FIN000780,391.977.280-89,Diego Peixoto,2024-05-12,BRL,729973.0,Depósito,Pendente,Moradia,XP,2,96.18,730069.18
FIN000627,224.119.220-41,Leticia Moura,2023-12-25,BRL,286123.0,Depósito,Aprovada,Investimento,XP,2,183.83,286306.83
FIN000458,871.642.681-24,Amanda Vieira,2023-07-23,BRL,286123.0,Transferência,Recusada,Moradia,Banco do Brasil,1,294.48,286417.48
FIN000489,169.164.189-23,Camila Rocha,2023-08-20,BRL,199675.0,Transferência,Aprovada,Investimento,BTG,1,147.15,199822.15
FIN000089,348.314.784-45,Leticia Moura,2022-08-20,BRL,286123.0,Saque,Pendente,Viagem,Inter,6,462.28,286585.28
FIN000484,808.302.880-13,Guilherme Mota,2023-08-16,BRL,286123.0,Depósito,Aprovada,Vestuário,Banco do Brasil,6,271.81,286394.81
FIN000461,770.836.825-31,Diego Peixoto,2023-07-26,BRL,286123.0,Saque,Pendente,Moradia,Banco do Brasil,3,268.86,286391.86
FIN000078,171.275.716-40,Beatriz Lopes,2022-08-10,BRL,286123.0,Depósito,Recusada,Viagem,BTG,6,524.29,286647.29
FIN000269,650.747.248-66,Juliana Queiroz,2023-01-31,BRL,5833.18,PIX,Aprovada,Alimentação,XP,3,167.0,6000.18
FIN000930,959.243.797-55,Priscila Gomes,2024-09-27,BRL,286123.0,Depósito,Recusada,Vestuário,BTG,12,394.79,286517.79
FIN000124,624.399.584-35,Juliana Queiroz,2022-09-21,BRL,286123.0,Transferência,Recusada,,XP,2,246.81,286369.81
FIN000298,823.380.304-97,Leticia Moura,2023-02-27,BRL,286123.0,Pagamento,Pendente,Moradia,Inter,2,384.22,286507.22
FIN000882,406.514.157-41,Leticia Moura,2024-08-14,BRL,286123.0,Pagamento,Pendente,Alimentação,C6 Bank,6,322.98,286445.98
FIN000096,Não Informado,Rodrigo Farias,2022-08-26,BRL,585896.0,PIX,Pendente,Tecnologia,Inter,3,129.59,586025.59
